v1,v2
ham,"1,20 chi phí cuộc gọi. Tôi đoán là không tệ. Nhớ em, cần em, muốn em, yêu em"
ham,Trải qua một cảm giác rất khác biệt. Những quyết định do dự và việc đối mặt với chúng là cùng một cá nhân. Tôi tin rằng thời gian sẽ chữa lành mọi thứ.
ham,"Bạn đã đi đâu? Điện thoại của tôi sắp chết rồi, bạn phải ở lại đây"
ham,Tuyệt vời. Chưa bao giờ tuyệt vời hơn thế. Mỗi ngày lại mang đến nhiều lý do hơn để cảm tạ Chúa
spam,"Khách hàng UpgrdCentre Orange, giờ đây bạn có thể yêu cầu nâng cấp CAMERA PHONE MIỄN PHÍ cho lòng trung thành của mình. Gọi ngay đến số 0207 153 9153. Khuyến mại kết thúc vào ngày 26 tháng 7. Áp dụng Điều khoản & Điều kiện. Có thể từ chối"
ham,"Xin lỗi, tôi sẽ gọi lại sau nhé, tạm biệt."
ham,"Được rồi, tôi đang trên đường đến đường sắt"
ham,công chúa tuyệt vời! Tôi thích cho và nhận bằng miệng. Tư thế chó là tư thế yêu thích của tôi. Còn bạn thì sao? Tôi thích làm tình &lt;#&gt; nhiều lần mỗi đêm :)
ham,Họ không rải thứ đó xuống đường để chống trơn trượt sao?
ham,Khi nào bạn sẽ đi xe đạp?
ham,"Vâng, không cần đâu. Tôi chỉ cần đợi mưa và dừng lại thôi."
ham,Có nhiều công ty. Hãy cho tôi biết ngôn ngữ.
spam,"okmail: Dave thân mến, đây là thông báo cuối cùng của bạn để nhận giải thưởng Tenerife Holiday 4* hoặc #5000 TIỀN MẶT! Gọi 09061743806 từ điện thoại cố định. TC SAE Box326 CW25WX 150ppm"
ham,"Đã bao lâu rồi nàng chưa hét lên, công chúa?"
ham,"Không có gì. Ý tôi là khi tiền vào tài khoản của bạn ở đây, ngân hàng sẽ xóa tỷ lệ cố định. Ai đó đã chuyển &lt;#&gt; vào tài khoản của tôi và &lt;#&gt; đô la đã bị xóa. Vì vậy, các ngân hàng khác nhau và phí cũng khác nhau. Hãy chắc chắn rằng bạn tin tưởng người mà bạn đang gửi thông tin chi tiết về tài khoản vì..."
spam,Bạn muốn quan hệ tình dục tối nay? Bạn muốn địa điểm Dogging thực sự được gửi trực tiếp đến Mob của bạn? Hãy tham gia Mạng Dogging lớn nhất Vương quốc Anh bằng cách nhắn tin MOAN đến 69888Nyt. ec2a. 31p.msg@150p
ham,"Câu nói hay của một trái tim tan vỡ - Làm ơn đừng xuất tinh trước mặt tôi thêm lần nào nữa... Nếu không, tôi sẽ tin bạn thêm lần nữa... Tốt lắm:)"
ham,"Được rồi, tôi sẽ lên USF trong khoảng mười lăm phút nữa"
ham,Yêu em aathi..yêu em nhiều lắm..
ham,Căng thẳng à? Máy gì thế? Có vấn đề gì không?
ham,"K, khi anh làm xong, tôi có thể lấy thêm 8 chiếc nữa không?"
ham,Khi nào các bạn quay lại? G nói là các bạn đang nghĩ đến chuyện không ở lại vì mcr
ham,"Gần tới nơi rồi, gặp lại bạn sau nhé"
ham,"Này Carlos, một vài người bạn đã hỏi thăm tôi về anh, anh có làm việc vào cuối tuần này không?"
ham,Xem tivi hay...
ham,Cảm ơn em yêu! Anh không thể chờ để được nếm thử món thật...
ham,Bạn nên đổi fb của bạn thành jaykwon thuglyfe falconerf
ham,Nếu chúng ta thắng thì đây thực sự là đội số 1 trong một thời gian dài.
spam,"TIN NHẮN MIỄN PHÍ Kích hoạt 500 Tin nhắn văn bản MIỄN PHÍ của bạn bằng cách trả lời tin nhắn này bằng từ MIỄN PHÍ Để biết các điều khoản và điều kiện, hãy truy cập www.07781482378.com"
ham,Đường sắt thân mến. Chuyện gì xảy ra với bạn vậy?
ham,"Tùy thuộc vào chất lượng. Nếu bạn muốn loại tôi đã gửi cho boye, fading glory, thì khoảng 6. Nếu bạn muốn ralphs thì có thể là 2"
ham,"Tôi nghĩ mình đã sửa được rồi, bạn có thể gửi tin nhắn thử không?"
ham,"Xin lỗi bạn, tài khoản của tôi cạn rồi, nếu bạn muốn, chúng ta có thể trao đổi lại một nửa hoặc tôi có thể mua một số thứ bằng thẻ tín dụng của mình"
spam,"Xin chúc mừng! Thẻ xem phim đặc biệt 1 năm dành cho 2 người đã có. Gọi ngay 09061209465! C Suprman V, Matrix3, StarWars3, v.v. tất cả đều MIỄN PHÍ! bx420-ip4-5we. 150pm. Đừng bỏ lỡ!"
ham,"Xin lỗi, tôi đang họp và sẽ gọi lại sau"
ham,Lớp học họp mặt &lt;#&gt; nào?
ham,Bây giờ bạn có rảnh không? Tôi có thể gọi điện cho bạn không?
ham,Có meh... Khi nào?
ham,Không... Tôi nghĩ tôi sẽ làm vào thứ hai... Xin lỗi vì tôi đã trả lời muộn
ham,Một số người nói rằng Accenture không được xác nhận. Điều đó có đúng không?
ham,Kate Jackson đến trung tâm giải trí trước 7 giờ đúng không?
ham,Thân gửi tôi đã đến phòng
ham,"Đấu tranh với thế gian thì dễ, bạn có thể thắng hoặc thua nhưng đấu tranh với người thân cận với bạn thì khó, nếu bạn thua thì vẫn thua - thắng thì vẫn thua."
ham,Khi nào thì bạn có thể ra ngoài?
ham,Kiểm tra với bác sĩ thần kinh.
ham,Lolnice. Tôi đã chuyển từ một con cá sang...nước.?
spam,"+123 Xin chúc mừng - trong cuộc thi rút thăm tuần này, bạn đã trúng giải thưởng trị giá 1450 bảng Anh để nhận chỉ cần gọi đến số 09050002311 b4280703. Điều khoản & Điều kiện/Dừng SMS 08718727868. Trên 18 tuổi chỉ 150ppm"
ham,"Không, nó đang đợi trong xe điện, chán quá. Vì đợi bên ngoài chẳng có gì để làm. Ở nhà có thể làm việc của tôi hoặc xem TV."
ham,"Có thể là Westshore hoặc Hyde Park Village, nơi gần nhà tôi?"
ham,"Bây giờ bạn nên biết. Anthony thế nào rồi. Bạn có mang theo tiền không? Tôi phải trả học phí, tiền thuê nhà và những thứ tương tự. Đó là lý do tại sao tôi cần sự giúp đỡ của bạn. Một người bạn đang cần....|"
ham,Ý nghĩa của nó là gì?
ham,Ý kiến của bạn về tôi? 1. Hơn 2. Jada 3. Kusruthi 4. Đáng yêu 5. Im lặng 6. Tính cách đặc biệt 7. Không trưởng thành 8. Phong cách 9. Đơn giản Xin hãy trả lời..
ham,"8 muộn nhất, g vẫn còn đó nếu bạn có thể kiếm được một ít đạn và muốn thử ak mới"
ham,Prabha..tôi rất tiếc..thực sự..từ tận đáy lòng tôi rất tiếc
ham,Lol ok bạn được tha thứ :)
ham,Không...chỉ cần thay đổi điều đó thôi...
spam,"Bạn được đảm bảo nhận được điện thoại Nokia mới nhất, máy nghe nhạc iPod MP3 40GB hoặc giải thưởng trị giá 500 bảng Anh! Nhắn tin: THU THẬP đến số: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
ham,S:)không có đối thủ nào xứng tầm với anh ấy.
spam,Âm thanh Boltblue với giá 150p Trả lời POLY# hoặc MONO# ví dụ POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me hoặc STOP 4 âm thanh khác txt THÊM
spam,Tín dụng của bạn đã được nạp vào http://www.bubbletext.com Mã PIN gia hạn của bạn là tgxxrz
ham," Bằng cách đó, việc vận chuyển sẽ ít gặp vấn đề hơn so với tối thứ bảy. Nhân tiện, nếu bạn muốn mời tôi tham gia sinh nhật của tôi, cứ tự nhiên. Nhưng cần biết số chắc chắn khi đặt chỗ vào thứ sáu."
ham,Thông thường người đó sẽ bất tỉnh ở trẻ em nhưng ở người lớn họ có thể chỉ hành xử bất thường. Tôi sẽ gọi cho bạn ngay bây giờ
ham,"Nhưng giá đó là trên eBay, có thể sẽ thấp hơn ở những nơi khác."
ham,Tôi có nên đến lấy dưa chua không?
ham,Chúng ta sẽ đi mua một ít bánh tacos
ham,"Như thế là bất lịch sự lắm, bạn ở trường à?"
spam,GẤP!: Số điện thoại di động của bạn đã được trao Giải thưởng Người gọi thưởng trị giá 2.000 bảng Anh vào ngày 02/09/03! Đây là lần thứ 2 chúng tôi cố gắng liên lạc với BẠN! Gọi 0871-872-9755 BOX95QU
ham,"Xin chào, tôi sẽ không bận tâm đến Giáng sinh. Nhưng hãy tận hưởng một Giáng sinh vui vẻ nhé."
spam,"Ưu đãi hôm nay! Nhận phiếu giảm giá trị giá 150 bảng Anh! Nhắn tin YES đến số 85023 ngay! SavaMob, thành viên cung cấp dịch vụ di động! T Cs 08717898035. £3.00 Đăng ký. 16. Hủy đăng ký trả lời X"
ham,Vâng! Một cô gái xinh đẹp như bạn sao lại còn độc thân?
spam,"Bạn sẽ nhận được tín hiệu của mình trong vòng 24 giờ tới. Để biết Điều khoản và điều kiện, vui lòng xem Kênh U Teletext Pg 750"
ham,Jay nói rằng anh là một thằng đồng tính
spam, RIÊNG TƯ! Sao kê tài khoản năm 2003 của bạn cho số 07815296484 cho thấy 800 điểm SIM chưa được đổi. Gọi 08718738001 Mã định danh 41782 Hết hạn vào ngày 18/11/04
ham,Hôm nay là chủ nhật...chủ nhật là ngày lễ...nên không phải làm việc..
ham,Gudnite....tc...thực hành đang diễn ra
ham,Tôi sẽ đến muộn...
ham,"Tôi đã không gọi cho bạn trong một thời gian. Hy vọng là do sốt rét và bạn biết rằng chúng tôi nhớ các bạn. Tôi nhớ Bani rất nhiều, vì vậy hãy gửi lời yêu thương đặc biệt đến cô ấy. Chúc bạn một ngày tuyệt vời."
ham,"Chào buổi chiều, tình yêu của anh! Ngày hôm nay thế nào? Anh hy vọng có thể em đã có được một số manh mối về công việc. Anh nghĩ về em, boytoy và gửi đến em một nụ hôn nồng cháy từ bên kia biển"
ham,"Có lẽ sẽ ở đây một lúc, gặp lại các bạn vào tối nay &lt;)"
ham,Hoặc có thể ngón tay to của tôi cứ nhấn hết các nút này và nó không biết phải làm gì.
ham,"Ummmmmaah Chúc em ngày mới vui vẻ, thật nhiều niềm vui nhé em yêu.. SINH NHẬT VUI VẺ em yêu"
ham,"Tôi ở Tirupur Da, khi nào bạn đi làm về hãy gọi cho tôi."
spam,từ www.Applausestore.com Đăng ký hàng tháng@50p/tin nhắn tối đa6/tháng Điều khoản & Điều kiện web tuổi16 2stop txt stop
ham,"Một câu nói nổi tiếng: khi bạn phát triển khả năng lắng nghe 'bất cứ điều gì' vô điều kiện mà không mất bình tĩnh hoặc tự tin, điều đó có nghĩa là bạn đã ......... 'KẾT HÔN'"
ham,Nhưng tôi sẽ đi học đại học pa. Phải làm gì đây. Nếu không thì tôi sẽ tự đến đó. Pa.
ham,4 giờ tại chỗ tôi. Chỉ để đưa ra một kế hoạch đơn giản.
ham,Cô gái này không nằm trên giường. Cô gái này không cần thời gian hồi phục. Tôi thà ngất đi trong khi vui vẻ còn hơn bị nhốt trong giường
ham,Vậy có gì đặc biệt không?
ham,Tôi biết nhưng bạn cần phải đặt phòng khách sạn ngay bây giờ. Tôi vừa nhận được lời mời nhưng tôi phải xin lỗi. Cali quá tuyệt vời để tôi đến dự đám cưới của một anh chàng người Anh
ham,"Xin lỗi vì đã mất nhiều thời gian như vậy, omw bây giờ"
ham,Đợi &lt;#&gt; phút..
ham,"Được rồi, cho tôi 5 phút, tôi nghĩ là tôi thấy cô ấy. Nhân tiện, anh là chứng cứ ngoại phạm của tôi. Anh đã cắt tóc tôi suốt thời gian đó."
ham,"Hãy tưởng tượng cuối cùng em cũng được ngâm mình trong bồn tắm sau khi anh đã cho em thử thách, thậm chí có thể để em ăn anh một lúc trước khi anh rời đi... Nhưng cũng hãy tưởng tượng cảm giác của chiếc lồng trên con cặc của em được bao quanh bởi nước tắm, luôn nhắc nhở em rằng ai là chủ sở hữu của em... Thưởng thức đi, thằng khốn của anh"
ham,"Nhanh lên, tôi đã thiếu cần sa được ba ngày rồi"
ham,"Chắc chắn, nếu tôi nhận được sự thừa nhận từ bạn rằng thật là vô cùng thiếu tế nhị và nói chung là ngu ngốc khi yêu cầu một lời thề máu"
ham,"Được thôi. Mỗi tối hãy tắm nước ấm, uống một cốc sữa và bạn sẽ thấy một phép màu. Bạn vẫn cần phải giảm cân. Chỉ để bạn biết thôi."
ham,"Tôi sẽ xem xét cái chảo rán trong trường hợp nó rẻ hoặc có lẽ là một cuốn sách. Không, điều đó thật ngớ ngẩn, một cái chảo rán không có khả năng là một cuốn sách"
ham,O. Tia UV gây ra đột biến. Kem chống nắng giống như thứ thiết yếu ngày nay
ham,Đang ăn trưa:)bạn không trực tuyến à? Tại sao vậy?
ham,Tôi biết bạn tôi đã kể điều đó rồi.
ham,Xin chào công chúa! Cảm ơn vì những bức ảnh. Bạn rất xinh đẹp. Bạn thế nào?
ham," Êi... Anh lúc nào cũng là bạn gái cũ của em... Em không biết gì về em, cô ấy chưa trả lời... Lần đầu tiên anh trả lời nhanh thế... May quá là anh không làm việc phải không, có bạn trai là ông bố nuôi của anh rồi... trời ạ.."
ham,"Xin chào, nhắn tin cho tôi nhé:) tôi đang ở văn phòng.."
ham,"Cảm ơn bánh brownie, nó ngon lắm..."
ham,Geeeee ... Anh yêu em nhiều đến nỗi anh gần như không thể chịu đựng được
spam,GENT! Chúng tôi đang cố gắng liên lạc với bạn. Đợt rút thăm cuối tuần trước cho thấy bạn đã trúng giải thưởng 1000 bảng Anh ĐƯỢC BẢO ĐẢM. Gọi 09064012160. Nhận mã K52. Chỉ có hiệu lực trong 12 giờ. 150ppm
ham,"Fuck babe ... Anh nhớ em rồi, em biết không? Em không thể để anh gửi cho em ít tiền để vào net sao? Anh cần em ... Anh muốn em ... Anh thèm khát em ..."
ham,"Tôi sẽ gọi cho cô lúc 2 giờ sáng, với địa chỉ của tôi, tên khốn người Mỹ đó sẽ không ngừng gọi tôi là Jen tệ hại phải không?"
ham,"Ồ, nằm liệt giường à? BẠN đang nghĩ gì thế?"
ham,"Dù sao thì, em có thể đến phòng tập hoặc bất cứ đâu, tình yêu của anh *cười* Anh hy vọng em ổn và có một ngày tốt lành em yêu... Anh đã nhớ em nhiều lắm rồi"
ham,Thích quá! Bố sẽ làm con hét lên vì sung sướng! Bố sẽ tát vào mông con bằng con cặc của bố!
ham,"Vậy cô muốn làm gì đây, cô Missy?"
ham,"Phải đợi mẹ học xong rồi ăn trưa đã... Cả buổi sáng tôi ở nhà dọn phòng, giờ thì phòng khá sạch... Hee..."
ham,Bạn có biết kính bảo hộ phòng thí nghiệm của tôi đã đi đâu không?
ham,Bạn có thể mở cửa được không?
ham,Đang chờ cuộc gọi của bạn.
ham,"Không, con đang đợi bố ở trường..."
spam,"Bạn đã trúng giải thưởng tiền mặt 1.000 bảng Anh hoặc giải thưởng 2.000 bảng Anh! Để nhận giải, hãy gọi 09050000327"
ham,"Tôi mệt mỏi khi phải tranh cãi với anh về chuyện này tuần này qua tuần khác. Anh muốn làm gì thì làm, từ giờ trở đi tôi cũng sẽ làm như vậy."
ham,Ü đợi tôi ở trường và hoàn thành bài 5..
spam,"số điện thoại di động của chúng tôi đã trúng giải 5000 bảng Anh, để yêu cầu bồi thường hãy gọi lại cho chúng tôi hoặc gọi đến đường dây nóng yêu cầu bồi thường theo số 09050005321."
ham,"Hôn nhân là khi bạn đang đi trên đường và không may bị rắn cắn. Nhưng tình yêu hôn nhân là khi bạn nhảy múa trước mặt con rắn và nói rằng Cắn tôi đi, cắn tôi đi."
ham,"Hả, sớm thế.. Thế thì ăn tối ở ngoài izzit à?"
ham,"Được thôi, dù sao cũng không cần phải thay đổi những gì bạn đã nói"
spam,"Chúng tôi đã cố gắng liên hệ với bạn về phản hồi của bạn đối với ưu đãi 750 phút, 150 tin nhắn và cuộc gọi video mới 08002988890 ngay bây giờ hoặc trả lời để được giao hàng miễn phí vào ngày mai"
ham,Vợ cũ của tôi không thể sinh con. Bạn có muốn có con một ngày nào đó không?
ham,Vậy Scotland thế nào rồi. Hy vọng bạn không thể hiện quá mức xu hướng JJC của mình. Hãy cẩn thận. Hãy sống theo ước mơ
ham,Hãy nói với họ rằng bạn bị đau đầu và chỉ muốn xin nghỉ ốm 1 giờ.
ham," Tôi không nghĩ mình sẽ bỏ cuộc... Hmmm, có thể đi nhảy jazz không? Yogasana cũng có thể... Chúng ta có thể đi gặp họ sau giờ học..."
ham,"Pete, anh có thể gọi điện cho tôi được không, tôi hầu như không có tín dụng gì cả"
ham,"Vâng, thực sự tốt hơn yi"
ham,"Tôi đang họp, hãy gọi cho tôi sau nhé"
spam,"Để có cơ hội trúng giải thưởng mua sắm trị giá 250 bảng Anh mỗi tuần, hãy TXT: SHOP đến số 80878. Điều khoản và điều kiện www.txt-2-shop.com custcare 08715705022, 1x150p/tuần"
spam,Bạn đã được chọn đặc biệt để nhận giải thưởng 2000 pound! Gọi 08712402050 TRƯỚC KHI các đường dây đóng. Chi phí 10ppm. 16+. Áp dụng Điều khoản & Điều kiện. Khuyến mại AG
spam,RIÊNG TƯ! Sao kê tài khoản năm 2003 của bạn cho số 07753741225 cho thấy 800 điểm SIM chưa được đổi. Gọi 08715203677 Mã định danh: 42478 Hết hạn vào ngày 24/10/04
ham,Bạn vẫn còn ở giải Grand Prix chứ?
ham,"Tôi gặp bạn như một người xa lạ và chọn bạn làm bạn. Miễn là thế giới này còn tồn tại, tình bạn của chúng ta sẽ không bao giờ kết thúc. Hãy là bạn mãi mãi!!! Gud nitz..."
ham,Tôi khỏe lắm! Bạn thế nào?
ham,Chúc bạn một ngày tốt lành
spam,Bạn có thông báo quan trọng về dịch vụ khách hàng. Hãy gọi ngay đến SỐ MIỄN PHÍ 0800 542 0825!
ham,Sẽ làm. Đã kiệt sức trên tàu sáng nay. Quá nhiều rượu và bánh nướng. Bạn cũng ngủ ngon
ham,Tôi sẽ ra ngoài mua quà cho mẹ.
ham,Thật kinh ngạc... Từ giờ sẽ không còn sóng thần xảy ra nữa... Rajnikant đã ngừng bơi ở Ấn Độ Dương..:-D
ham,Nếu anh đưa cô ấy về nhà trước thì được thôi. Tôi vẫn chưa sẵn sàng.
ham,Nói đến chuyện anh ấy đã có tiền mặt chưa?
ham,Hãy vui vẻ ở đó. Tôi sẽ đến sau buổi trưa
ham,Gặp nhau sau bữa trưa la...
ham,Hãy chăm sóc và sớm khỏe lại nhé
spam, XCLUSIVE@CLUBSAISAI 2 NGÀY 28/5 SOIREE SPECIALE ZOUK VỚI NICHOLS TỪ PARIS. HOA HỒNG MIỄN PHÍ 2 TẤT CẢ CÁC QUÝ VỊ !!! Thông tin: 07946746291/07880867867
ham,ý tôi muốn nói là không thể chờ để thấy bạn chán ngấy với trò đùa bridgwater này nữa
ham,"Đừng bận tâm, không sao đâu.."
ham,"Không sao đâu, tôi sẽ đi uống gì đó. Bạn có muốn tôi đến tìm bạn không?"
spam,"Còn 22 ngày nữa là bắt đầu! Đối với Euro2004, bạn sẽ được cập nhật tin tức và kết quả mới nhất hàng ngày. Để xóa, hãy gửi GET TXT STOP đến 83222"
ham,Đây là trò chơi Valentine. . . Gửi tin nhắn này đến tất cả bạn bè của bạn. .. Nếu 5 câu trả lời giống nhau thì có nghĩa là có ai đó thực sự yêu bạn. Câu hỏi - màu nào hợp với tôi nhất? Trả lời tôi
ham,Tôi có nhiều người phụ thuộc
ham,"CẢM ƠN HÔM NAY CER THẬT TUYỆT VỜI ĐỂ BẮT KẾT NHƯNG CHÚNG TA PHẢI TÌM THẤY NHIỀU THỜI GIAN HƠN THƯỜNG XUYÊN HƠN Ồ, CHĂM SÓC SỚM NHÉ.C"
ham,Tôi đã gọi điện và nói tất cả với anh ấy:) sau đó anh ấy phải lựa chọn tương lai này.
ham,"Chúc mừng ngày lễ tình nhân Tôi biết là còn sớm nhưng tôi có hàng trăm người đẹp trai và xinh gái để chúc mừng. Vì vậy, tôi nghĩ nên kết thúc các cô chú trước..."
ham,Anh ấy không thích v shock leh. Vì nói với shuhui cũng giống như nói với leona vậy. Giống như hầu hết mọi người đều biết liao. Anh ấy phải hỏi tôi về phản ứng của bạn.
ham,Vì hạnh phúc gia đình tôi..
ham,Tôi đến đón bạn... Đến ngay sau giờ học...
ham,Hãy để tuyết rơi. Hãy để tuyết rơi. Kiểu thời tiết này giúp mọi người xích lại gần nhau hơn để tình bạn có thể phát triển.
ham,"Thân mến, chúng tôi có &lt;#&gt; đô la hi hi"
ham,Những lời nói hay.... Nhưng nhiều khi chúng có thể khiến bạn thất vọng.
ham,ĐẢM BẢO ALEX BIẾT SINH NHẬT CỦA ANH ẤY SẼ KẾT THÚC TRONG MƯỜI LĂM PHÚT THEO NHỮNG GÌ BẠN QUAN TÂM
ham,"xin lỗi, không, tôi có một vài việc phải làm. Có thể sẽ vào quán rượu sau."
ham,"Không, thẳng thắn mà nói, nếu bạn có thể mang theo cần sa hoặc đồ uống hoặc thứ gì đó thực sự hữu ích hơn là tiền mặt"
ham,"Haha vui khi nghe điều đó, tôi đã chính thức được trả tiền và đang tìm kiếm một người thứ 8"
ham,Phải liếm bao nhiêu lần để chạm tới phần giữa của một cây kẹo Tootsie?
ham,"Vâng, tôi nghĩ giáo viên đã nói rằng điều đó sẽ làm cho khuôn mặt tôi trông dài hơn. Darren yêu cầu tôi không cắt quá ngắn."
spam,Trò chuyện TEXTBUDDY mới 2 anh chàng háo sắc trong khu vực của bạn chỉ 25 xu Miễn phí 2 nhận Tìm kiếm mã bưu chính hoặc tại gaytextbuddy.com. TXT MỘT tên đến 89693
spam,"Số điện thoại Vodafone ngày nay có đuôi là 4882 được chọn để nhận giải thưởng trị giá 350 bảng Anh. Nếu số của bạn trùng khớp, hãy gọi đến số 09064019014 để nhận giải thưởng trị giá 350 bảng Anh."
ham,Xin đừng nói như thế. Hi hi hi
ham,Cảm ơn bạn!
ham,"Ồ, đó là tin nhắn chuyển tiếp. Tôi nghĩ bạn gửi nó cho tôi"
ham,Hiểu rồi. Mười bảy pound cho bảy trăm ml – hy vọng là ổn.
spam,"Kính gửi Người sở hữu Phiếu giảm giá, để yêu cầu ưu đãi của tuần này, hãy truy cập vào http://www.e-tlp.co.uk/expressoffer trên máy tính của bạn. Có áp dụng Điều khoản và Điều kiện.2 dừng nhắn tin, gửi tin nhắn STOP tới số 80062."
ham,Tôi và anh ấy thật buồn cười...
ham,"Em yêu, hy vọng em không có một ngày như thế! Hãy có một ngày với nhiều lý do để mỉm cười. Biola"
ham,Khi nào đăng nhập vào thời điểm đó... Bố đang đón con về nhà à?
ham,"Chúng ta sẽ làm gì trong phòng tắm, em yêu?"
ham,Tôi đã hỏi bạn một câu hỏi vài giờ trước. Câu trả lời là
ham,"Vâng, tôi chắc chắn cần phải bổ sung hàng trước lễ Tạ ơn, tôi sẽ cho bạn biết khi tôi ra ngoài"
ham," nói hôn, hôn, tôi không thể làm hiệu ứng âm thanh! Anh ấy là một người đàn ông đẹp trai phải không! Kiểu người cần một nụ cười để làm bừng sáng ngày của mình!"
ham,Có lẽ sẽ ghé qua trong một lát nữa
ham,"Vâng, rất tốt. . . hãy sẵn sàng vào thứ năm"
ham,"Xin chào! Chúng tôi đã dũng cảm đi xe buýt, đi tàu hỏa và chiến thắng. Ý tôi là chúng tôi đang ở b'ham. Chúc bạn có một tuần còn lại vui vẻ"
ham,"Xem phim hoạt hình, nghe nhạc và tối đến phải đi chùa và nhà thờ. Còn bạn thì sao?"
ham,Bạn có phiền nếu tôi hỏi chuyện gì đã xảy ra không? Bạn không cần phải nói nếu nó khó chịu.
spam,RIÊNG TƯ! Sao kê tài khoản năm 2003 của bạn cho thấy 800 điểm SIM chưa được đổi. Gọi 08715203694 Mã định danh: 40533 Hết hạn vào ngày 31/10/04
ham,Không sao đâu. Tôi sẽ gửi vào email của bạn.
spam,"Bạn đã trúng giải thưởng tiền mặt 1.000 bảng Anh hoặc giải thưởng 2.000 bảng Anh! Để nhận giải, hãy gọi 09050000327. Điều khoản và điều kiện: RSTM, SW7 3SS. 150ppm"
ham,Thật tuyệt! Đôi khi chậm rãi và nhẹ nhàng. Đôi khi thô bạo và cứng rắn :)
ham,"Tôi sẽ nói không. Xin lỗi. Tôi sẽ nói nhưng như thường lệ, tôi bắt đầu hoảng sợ về thời gian. Xin lỗi lần nữa! Bạn có gặp vào thứ Ba không?"
ham,"Đợi đã, bạn có biết Wesleys có ở thị trấn này không? Tôi cá là cô ấy dùng rất nhiều thuốc!"
ham,"Được thôi, tôi nhớ bạn nhiều lắm."
ham,Bạn có hiểu câu chuyện của người đó không?
ham,Nói với họ rằng kẻ buôn ma túy đang mất kiên nhẫn
ham,"Mặt trời không thể đến trái đất nhưng gửi tình yêu như tia nắng. Mây không thể đến sông nhưng gửi tình yêu như mưa. Anh không thể đến gặp em, nhưng có thể gửi sự quan tâm của anh như tin nhắn đến em. Chúc em mọi điều tốt lành."
ham,Bạn sẽ ở vị trí của người đàn ông đó
ham,"Không có ý nghĩa gì khi mang nó đến đó trừ khi nó miễn phí. Nếu bạn cần biết thêm, hãy truy cập wikipedia.com"
spam,88800 và 89034 là dịch vụ điện thoại cao cấp gọi 08718711108
ham,Dưới biển có một tảng đá. Trong tảng đá có một phong bì. Trong phong bì có một tờ giấy. Trên tờ giấy có 3 chữ... '
ham,Vậy thì mẹ sẽ ăn năn thế nào?
ham,Xin lỗi vì con phải về nhà trước... Bố sẽ đến đón con sau...
ham,Bỏ qua:-). Bắt đầu Chuẩn bị cho phần tiếp theo:-).
ham,Đúng rồi em yêu! Chúng ta có thể nghiên cứu tất cả các tư thế của Kama Sutra ;)
ham,En chikku nange bakra msg kalstiya..rồi có trà/cà phê không?
ham,Carlos sẽ ở đây ngay nếu bạn vẫn cần mua
ham,Mức lương này là &lt;THẬP PHÂN&gt; lakhs:)
ham,Chúc bạn buổi tối vui vẻ! Ttyl
ham,Bạn có nhận được tin nhắn của tôi không?
ham,Ho ho - cười vỡ bụng! Hẹn gặp lại vào ngày mai
spam,"SMS. ac sun0819 bài viết CHÀO:""Bạn có vẻ ngầu, muốn chào hỏi. CHÀO!!!"" Dừng lại? Gửi STOP đến 62468"
spam,"Nhận NHẠC CHUÔNG ĐẦU TIÊN MIỄN PHÍ NGAY BÂY GIỜ! Trả lời tin nhắn này bằng TONE. Gr8 TOP 20 nhạc chuông đến điện thoại của bạn mỗi tuần chỉ 1,50 bảng Anh mỗi tuần 2 từ chối gửi DỪNG 08452810071 16"
ham,"Ditto. Và bạn sẽ không phải lo lắng về việc tôi nói BẤT CỨ ĐIỀU GÌ với bạn nữa. Như tôi đã nói tối qua, bạn làm bất cứ điều gì bạn muốn và tôi cũng sẽ làm như vậy. Bình yên nhé."
ham,"Tôi có &lt;#&gt; , có cách nào tôi có thể lấy được không?"
ham,"Tôi không biết, tôi chỉ uống sữa thôi.."
ham, Có thể chứ?! Hãy chào hỏi và tìm hiểu xem anh ấy có nhận được thẻ của bạn không. Tuyệt vời hay Wetherspoons?
ham,"Piggy, dậy chưa? Tôi cá là bạn vẫn còn ngủ. Tôi sẽ đi ăn trưa bây giờ..."
ham,Bởi vì tôi không hề quái dị lol
ham,Lỡ cuộc gọi của bạn vì tôi đang hét vào Scrappy. Nhớ bạn. Không thể chờ bạn về nhà. Hôm nay tôi cô đơn quá.
ham,'Nơi hex' mà bạn nói đến là gì? Hãy giải thích!
ham,Ü đăng xuất 4 wat. Đó là sdryb8i
ham,Có phải xy đang ăn trưa không?
spam,"Xin chào, tôi là Sue. Tôi 20 tuổi và làm nghề múa thoát y. Tôi thích sex. Nhắn tin trực tiếp cho tôi - Tôi đang ở trong phòng ngủ của tôi. Nhắn tin SUE đến số 89555. Theo TextOperator G2 1DA 150ppmsg 18+"
ham,Tôi muốn yêu cầu bạn đợi tôi để hoàn thành bài giảng. Vì dù sao thì bài giảng của tôi cũng kết thúc trong một giờ nữa.
ham,Bạn đã làm xong việc chưa? :)
